MSN,YYYYMM,Value,Column_Order,Description,Unit
CLPRBUS,197813,14.909809,"1","Coal Production","Quadrillion Btu"
CLPRBUS,197901,1.297706,"1","Coal Production","Quadrillion Btu"
CLPRBUS,197902,1.230704,"1","Coal Production","Quadrillion Btu"
CLPRBUS,197903,1.499366,"1","Coal Production","Quadrillion Btu"
CLPRBUS,197904,1.435641,"1","Coal Production","Quadrillion Btu"
CLPRBUS,197905,1.560284,"1","Coal Production","Quadrillion Btu"
CLPRBUS,197906,1.587453,"1","Coal Production","Quadrillion Btu"
CLPRBUS,197907,1.203422,"1","Coal Production","Quadrillion Btu"
CLPRBUS,197908,1.608066,"1","Coal Production","Quadrillion Btu"
CLPRBUS,197909,1.450304,"1","Coal Production","Quadrillion Btu"
CLPRBUS,197910,1.764054,"1","Coal Production","Quadrillion Btu"
CLPRBUS,197911,1.538234,"1","Coal Production","Quadrillion Btu"
CLPRBUS,197912,1.36435,"1","Coal Production","Quadrillion Btu"
CLPRBUS,197913,17.539583,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198001,1.55995,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198002,1.469214,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198003,1.590411,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198004,1.561384,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198005,1.592429,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198006,1.599041,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198007,1.373703,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198008,1.533164,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198009,1.542645,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198010,1.62038,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198011,1.538902,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198012,1.616503,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198013,18.597726,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198101,1.4707,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198102,1.582039,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198103,1.745958,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198104,.808732,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198105,.849935,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198106,1.373169,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198107,1.652487,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198108,1.757469,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198109,1.82301,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198110,1.901556,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198111,1.70828,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198112,1.703439,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198113,18.376773,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198201,1.493082,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198202,1.582727,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198203,1.866808,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198204,1.636501,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198205,1.581793,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198206,1.594981,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198207,1.346238,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198208,1.621179,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198209,1.511162,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198210,1.575678,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198211,1.424519,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198212,1.404082,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198213,18.638773,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198301,1.383344,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198302,1.337542,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198303,1.519295,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198304,1.36363,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198305,1.393885,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198306,1.362747,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198307,1.217557,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198308,1.616213,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198309,1.55052,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198310,1.582319,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198311,1.51462,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198312,1.404999,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198313,17.246671,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198401,1.494935,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198402,1.621477,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198403,1.794345,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198404,1.601246,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198405,1.784422,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198406,1.681606,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198407,1.646026,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198408,1.999007,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198409,1.738428,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198410,1.535976,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198411,1.417188,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198412,1.40456,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198413,19.719216,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198501,1.492863,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198502,1.47039,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198503,1.700255,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198504,1.673948,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198505,1.714221,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198506,1.601684,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198507,1.514022,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198508,1.741329,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198509,1.617873,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198510,1.753049,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198511,1.514883,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198512,1.530649,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198513,19.325166,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198601,1.711531,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198602,1.588455,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198603,1.695601,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198604,1.636466,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198605,1.597618,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198606,1.586797,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198607,1.48125,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198608,1.671805,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198609,1.638899,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198610,1.750646,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198611,1.538049,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198612,1.612349,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198613,19.509466,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198701,1.637161,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198702,1.570964,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198703,1.66293,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198704,1.557431,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198705,1.550039,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198706,1.689563,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198707,1.529582,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198708,1.769251,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198709,1.808062,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198710,1.885113,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198711,1.73714,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198712,1.743868,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198713,20.141104,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198801,1.649486,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198802,1.681541,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198803,1.838611,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198804,1.650325,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198805,1.621095,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198806,1.674653,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198807,1.515623,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198808,1.932989,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198809,1.824305,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198810,1.772923,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198811,1.817499,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198812,1.758589,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198813,20.737639,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198901,1.793202,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198902,1.64259,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198903,1.947441,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198904,1.686912,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198905,1.802733,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198906,1.716177,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198907,1.45087,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198908,1.989536,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198909,1.853718,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198910,1.957229,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198911,1.89987,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198912,1.619899,"1","Coal Production","Quadrillion Btu"
CLPRBUS,198913,21.360178,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199001,1.978864,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199002,1.792179,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199003,2.001389,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199004,1.817216,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199005,1.890398,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199006,1.848615,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199007,1.744221,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199008,2.007104,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199009,1.816545,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199010,2.041296,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199011,1.895815,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199012,1.653907,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199013,22.487548,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199101,1.874105,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199102,1.803532,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199103,1.855883,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199104,1.7296,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199105,1.741999,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199106,1.677008,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199107,1.741691,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199108,1.940527,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199109,1.780638,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199110,1.972528,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199111,1.78559,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199112,1.733324,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199113,21.636424,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199201,1.912575,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199202,1.785995,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199203,1.867112,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199204,1.792628,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199205,1.745108,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199206,1.740723,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199207,1.759429,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199208,1.838808,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199209,1.819368,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199210,1.87785,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199211,1.747036,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199212,1.807501,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199213,21.694132,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199301,1.74178,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199302,1.654312,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199303,1.838782,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199304,1.699961,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199305,1.585486,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199306,1.741009,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199307,1.524709,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199308,1.641951,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199309,1.721717,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199310,1.746732,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199311,1.714418,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199312,1.724796,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199313,20.335654,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199401,1.653429,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199402,1.759371,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199403,2.069239,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199404,1.887272,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199405,1.771421,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199406,1.86076,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199407,1.67204,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199408,2.026723,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199409,1.906248,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199410,1.837246,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199411,1.862961,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199412,1.895373,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199413,22.202083,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199501,1.90566,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199502,1.809241,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199503,2.005865,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199504,1.727368,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199505,1.796349,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199506,1.817216,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199507,1.717688,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199508,1.901985,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199509,1.90734,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199510,1.939535,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199511,1.858777,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199512,1.742527,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199513,22.12955,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199601,1.796439,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199602,1.810845,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199603,1.95751,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199604,1.907983,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199605,1.917099,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199606,1.815968,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199607,1.912976,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199608,2.037281,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199609,1.880233,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199610,2.029051,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199611,1.861906,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199612,1.862858,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199613,22.790148,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199701,1.98574,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199702,1.890863,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199703,1.98411,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199704,1.890446,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199705,2.025991,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199706,1.859166,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199707,1.908692,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199708,1.920083,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199709,1.982762,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199710,2.031691,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199711,1.791105,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199712,2.038965,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199713,23.309614,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199801,2.109645,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199802,1.875506,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199803,2.069152,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199804,1.980508,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199805,1.952215,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199806,1.989483,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199807,1.958933,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199808,1.972738,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199809,2.062224,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199810,2.090703,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199811,1.945846,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199812,2.038246,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199813,24.045198,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199901,1.937848,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199902,1.959623,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199903,2.092359,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199904,1.900155,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199905,1.813646,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199906,1.925871,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199907,1.876465,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199908,1.978927,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199909,1.97103,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199910,1.918471,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199911,1.955082,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199912,1.965608,"1","Coal Production","Quadrillion Btu"
CLPRBUS,199913,23.295084,"1","Coal Production","Quadrillion Btu"
CLPRBUS,200001,1.855655,"1","Coal Production","Quadrillion Btu"
CLPRBUS,200002,1.846984,"1","Coal Production","Quadrillion Btu"
CLPRBUS,200003,2.106475,"1","Coal Production","Quadrillion Btu"
CLPRBUS,200004,1.732611,"1","Coal Production","Quadrillion Btu"
CLPRBUS,200005,1.879543,"1","Coal Production","Quadrillion Btu"
CLPRBUS,200006,1.919697,"1","Coal Production","Quadrillion Btu"
CLPRBUS,200007,1.794655,"1","Coal Production","Quadrillion Btu"
CLPRBUS,200008,2.047172,"1","Coal Production","Quadrillion Btu"
CLPRBUS,200009,1.889379,"1","Coal Production","Quadrillion Btu"
CLPRBUS,200010,1.967912,"1","Coal Production","Quadrillion Btu"
CLPRBUS,200011,1.916304,"1","Coal Production","Quadrillion Btu"
CLPRBUS,200012,1.779092,"1","Coal Production","Quadrillion Btu"
